n_ind	rep	grp	method	n_called	TP	FP	FN	FDR	power	precision	F1
100	72	Individual tool	metaSeq	25	21	4	29	0.16	0.42	0.84	0.56
100	72	Individual tool	ADAPT	23	23	0	27	0	0.46	1	0.63013698630137
100	72	Individual tool	ANCOMBC2	59	9	50	41	0.847457627118644	0.18	0.152542372881356	0.165137614678899
100	72	Individual tool	MaAsLin3	9	9	0	41	0	0.18	1	0.305084745762712
100	72	Consensus rule	Union (1 of 7)	187	36	151	14	0.807486631016043	0.72	0.192513368983957	0.30379746835443
100	72	Consensus rule	2 of 7	70	27	43	23	0.614285714285714	0.54	0.385714285714286	0.45
100	72	Consensus rule	3 of 7	31	25	6	25	0.193548387096774	0.5	0.806451612903226	0.617283950617284
100	72	Consensus rule	4 of 7	25	23	2	27	0.08	0.46	0.92	0.613333333333333
100	72	Consensus rule	5 of 7	16	16	0	34	0	0.32	1	0.484848484848485
100	72	Consensus rule	6 of 7	9	9	0	41	0	0.18	1	0.305084745762712
100	72	Consensus rule	Intersect (7 of 7)	6	6	0	44	0	0.12	1	0.214285714285714
100	73	Individual tool	edgeR	204	30	174	20	0.852941176470588	0.6	0.147058823529412	0.236220472440945
100	73	Individual tool	DESeq2	48	23	25	27	0.520833333333333	0.46	0.479166666666667	0.469387755102041
100	73	Individual tool	ALDEx2	19	19	0	31	0	0.38	1	0.550724637681159
100	73	Individual tool	metaSeq	50	23	27	27	0.54	0.46	0.46	0.46
100	73	Individual tool	ADAPT	24	23	1	27	0.0416666666666667	0.46	0.958333333333333	0.621621621621622
100	73	Individual tool	ANCOMBC2	93	15	78	35	0.838709677419355	0.3	0.161290322580645	0.20979020979021
100	73	Individual tool	MaAsLin3	14	11	3	39	0.214285714285714	0.22	0.785714285714286	0.34375
100	73	Consensus rule	Union (1 of 7)	231	31	200	19	0.865800865800866	0.62	0.134199134199134	0.220640569395018
100	73	Consensus rule	2 of 7	99	24	75	26	0.757575757575758	0.48	0.242424242424242	0.322147651006711
100	73	Consensus rule	3 of 7	46	23	23	27	0.5	0.46	0.5	0.479166666666667
100	73	Consensus rule	4 of 7	33	23	10	27	0.303030303030303	0.46	0.696969696969697	0.55421686746988
100	73	Consensus rule	5 of 7	19	19	0	31	0	0.38	1	0.550724637681159
100	73	Consensus rule	6 of 7	14	14	0	36	0	0.28	1	0.4375
100	73	Consensus rule	Intersect (7 of 7)	10	10	0	40	0	0.2	1	0.333333333333333
100	74	Individual tool	edgeR	152	31	121	19	0.796052631578947	0.62	0.203947368421053	0.306930693069307
100	74	Individual tool	DESeq2	49	25	24	25	0.489795918367347	0.5	0.510204081632653	0.505050505050505
100	74	Individual tool	ALDEx2	21	21	0	29	0	0.42	1	0.591549295774648
100	74	Individual tool	metaSeq	36	26	10	24	0.277777777777778	0.52	0.722222222222222	0.604651162790698
100	74	Individual tool	ADAPT	27	24	3	26	0.111111111111111	0.48	0.888888888888889	0.623376623376623
100	74	Individual tool	ANCOMBC2	59	11	48	39	0.813559322033898	0.22	0.186440677966102	0.201834862385321
100	74	Individual tool	MaAsLin3	9	9	0	41	0	0.18	1	0.305084745762712
100	74	Consensus rule	Union (1 of 7)	186	35	151	15	0.811827956989247	0.7	0.188172043010753	0.296610169491525
100	74	Consensus rule	2 of 7	66	26	40	24	0.606060606060606	0.52	0.393939393939394	0.448275862068965
100	74	Consensus rule	3 of 7	34	24	10	26	0.294117647058824	0.48	0.705882352941177	0.571428571428571
100	74	Consensus rule	4 of 7	29	24	5	26	0.172413793103448	0.48	0.827586206896552	0.607594936708861
100	74	Consensus rule	5 of 7	21	21	0	29	0	0.42	1	0.591549295774648
100	74	Consensus rule	6 of 7	10	10	0	40	0	0.2	1	0.333333333333333
100	74	Consensus rule	Intersect (7 of 7)	7	7	0	43	0	0.14	1	0.245614035087719
100	75	Individual tool	edgeR	181	27	154	23	0.850828729281768	0.54	0.149171270718232	0.233766233766234
100	75	Individual tool	DESeq2	69	21	48	29	0.695652173913043	0.42	0.304347826086957	0.352941176470588
100	75	Individual tool	ALDEx2	24	17	7	33	0.291666666666667	0.34	0.708333333333333	0.45945945945946
100	75	Individual tool	metaSeq	29	18	11	32	0.379310344827586	0.36	0.620689655172414	0.455696202531646
100	75	Individual tool	ADAPT	24	23	1	27	0.0416666666666667	0.46	0.958333333333333	0.621621621621622
100	75	Individual tool	ANCOMBC2	90	14	76	36	0.844444444444444	0.28	0.155555555555556	0.2
100	75	Individual tool	MaAsLin3	13	11	2	39	0.153846153846154	0.22	0.846153846153846	0.349206349206349
100	75	Consensus rule	Union (1 of 7)	205	32	173	18	0.84390243902439	0.64	0.15609756097561	0.250980392156863
100	75	Consensus rule	2 of 7	102	24	78	26	0.764705882352941	0.48	0.235294117647059	0.315789473684211
100	75	Consensus rule	3 of 7	51	20	31	30	0.607843137254902	0.4	0.392156862745098	0.396039603960396
100	75	Consensus rule	4 of 7	29	19	10	31	0.344827586206897	0.38	0.655172413793103	0.481012658227848
100	75	Consensus rule	5 of 7	23	17	6	33	0.260869565217391	0.34	0.739130434782609	0.465753424657534
100	75	Consensus rule	6 of 7	13	12	1	38	0.0769230769230769	0.24	0.923076923076923	0.380952380952381
100	75	Consensus rule	Intersect (7 of 7)	7	7	0	43	0	0.14	1	0.245614035087719
100	76	Individual tool	edgeR	139	33	106	17	0.762589928057554	0.66	0.237410071942446	0.349206349206349
100	76	Individual tool	DESeq2	32	23	9	27	0.28125	0.46	0.71875	0.560975609756098
100	76	Individual tool	ALDEx2	20	20	0	30	0	0.4	1	0.571428571428572
100	76	Individual tool	metaSeq	24	22	2	28	0.0833333333333333	0.44	0.916666666666667	0.594594594594595
100	76	Individual tool	ADAPT	23	22	1	28	0.0434782608695652	0.44	0.956521739130435	0.602739726027397
100	76	Individual tool	ANCOMBC2	59	11	48	39	0.813559322033898	0.22	0.186440677966102	0.201834862385321
100	76	Individual tool	MaAsLin3	7	7	0	43	0	0.14	1	0.245614035087719
100	76	Consensus rule	Union (1 of 7)	169	34	135	16	0.798816568047337	0.68	0.201183431952663	0.310502283105023
100	76	Consensus rule	2 of 7	48	24	24	26	0.5	0.48	0.5	0.489795918367347
100	76	Consensus rule	3 of 7	27	22	5	28	0.185185185185185	0.44	0.814814814814815	0.571428571428571
100	76	Consensus rule	4 of 7	24	22	2	28	0.0833333333333333	0.44	0.916666666666667	0.594594594594595
100	76	Consensus rule	5 of 7	20	20	0	30	0	0.4	1	0.571428571428572
100	76	Consensus rule	6 of 7	9	9	0	41	0	0.18	1	0.305084745762712
100	76	Consensus rule	Intersect (7 of 7)	7	7	0	43	0	0.14	1	0.245614035087719
100	77	Individual tool	edgeR	177	28	149	22	0.84180790960452	0.56	0.15819209039548	0.246696035242291
100	77	Individual tool	DESeq2	62	25	37	25	0.596774193548387	0.5	0.403225806451613	0.446428571428571
100	77	Individual tool	ALDEx2	18	17	1	33	0.0555555555555556	0.34	0.944444444444444	0.5
100	77	Individual tool	metaSeq	32	22	10	28	0.3125	0.44	0.6875	0.536585365853659
100	77	Individual tool	ADAPT	24	24	0	26	0	0.48	1	0.648648648648649
100	77	Individual tool	ANCOMBC2	89	11	78	39	0.876404494382023	0.22	0.123595505617978	0.158273381294964
100	77	Individual tool	MaAsLin3	13	10	3	40	0.230769230769231	0.2	0.769230769230769	0.317460317460317
100	77	Consensus rule	Union (1 of 7)	208	31	177	19	0.850961538461538	0.62	0.149038461538462	0.24031007751938
100	77	Consensus rule	2 of 7	95	27	68	23	0.715789473684211	0.54	0.284210526315789	0.372413793103448
100	77	Consensus rule	3 of 7	46	26	20	24	0.434782608695652	0.52	0.565217391304348	0.541666666666667
100	77	Consensus rule	4 of 7	31	22	9	28	0.290322580645161	0.44	0.709677419354839	0.54320987654321
100	77	Consensus rule	5 of 7	18	14	4	36	0.222222222222222	0.28	0.777777777777778	0.411764705882353
100	77	Consensus rule	6 of 7	10	10	0	40	0	0.2	1	0.333333333333333
100	77	Consensus rule	Intersect (7 of 7)	7	7	0	43	0	0.14	1	0.245614035087719
100	78	Individual tool	edgeR	111	31	80	19	0.720720720720721	0.62	0.279279279279279	0.385093167701863
100	78	Individual tool	DESeq2	23	19	4	31	0.173913043478261	0.38	0.826086956521739	0.520547945205479
100	78	Individual tool	ALDEx2	17	17	0	33	0	0.34	1	0.507462686567164
100	78	Individual tool	metaSeq	22	20	2	30	0.0909090909090909	0.4	0.909090909090909	0.555555555555556
100	78	Individual tool	ADAPT	23	23	0	27	0	0.46	1	0.63013698630137
100	78	Individual tool	ANCOMBC2	47	10	37	40	0.787234042553192	0.2	0.212765957446809	0.206185567010309
100	78	Individual tool	MaAsLin3	10	10	0	40	0	0.2	1	0.333333333333333
100	78	Consensus rule	Union (1 of 7)	139	32	107	18	0.76978417266187	0.64	0.23021582733813	0.338624338624339
100	78	Consensus rule	2 of 7	39	24	15	26	0.384615384615385	0.48	0.615384615384615	0.539325842696629
100	78	Consensus rule	3 of 7	21	20	1	30	0.0476190476190476	0.4	0.952380952380952	0.563380281690141
100	78	Consensus rule	4 of 7	19	19	0	31	0	0.38	1	0.550724637681159
100	78	Consensus rule	5 of 7	17	17	0	33	0	0.34	1	0.507462686567164
100	78	Consensus rule	6 of 7	10	10	0	40	0	0.2	1	0.333333333333333
100	78	Consensus rule	Intersect (7 of 7)	8	8	0	42	0	0.16	1	0.275862068965517
100	79	Individual tool	edgeR	163	30	133	20	0.815950920245399	0.6	0.184049079754601	0.28169014084507
100	79	Individual tool	DESeq2	39	26	13	24	0.333333333333333	0.52	0.666666666666667	0.584269662921348
100	79	Individual tool	ALDEx2	20	20	0	30	0	0.4	1	0.571428571428572
100	79	Individual tool	metaSeq	27	23	4	27	0.148148148148148	0.46	0.851851851851852	0.597402597402597
100	79	Individual tool	ADAPT	24	24	0	26	0	0.48	1	0.648648648648649
100	79	Individual tool	ANCOMBC2	72	16	56	34	0.777777777777778	0.32	0.222222222222222	0.262295081967213
100	79	Individual tool	MaAsLin3	12	12	0	38	0	0.24	1	0.387096774193548
100	79	Consensus rule	Union (1 of 7)	200	34	166	16	0.83	0.68	0.17	0.272
100	79	Consensus rule	2 of 7	61	27	34	23	0.557377049180328	0.54	0.442622950819672	0.486486486486486
100	79	Consensus rule	3 of 7	28	24	4	26	0.142857142857143	0.48	0.857142857142857	0.615384615384615
100	79	Consensus rule	4 of 7	26	24	2	26	0.0769230769230769	0.48	0.923076923076923	0.631578947368421
100	79	Consensus rule	5 of 7	19	19	0	31	0	0.38	1	0.550724637681159
100	79	Consensus rule	6 of 7	13	13	0	37	0	0.26	1	0.412698412698413
100	79	Consensus rule	Intersect (7 of 7)	10	10	0	40	0	0.2	1	0.333333333333333
100	80	Individual tool	edgeR	221	32	189	18	0.855203619909502	0.64	0.144796380090498	0.236162361623616
100	80	Individual tool	DESeq2	59	23	36	27	0.610169491525424	0.46	0.389830508474576	0.422018348623853
100	80	Individual tool	ALDEx2	27	20	7	30	0.259259259259259	0.4	0.740740740740741	0.519480519480519
100	80	Individual tool	metaSeq	32	21	11	29	0.34375	0.42	0.65625	0.51219512195122
100	80	Individual tool	ADAPT	25	24	1	26	0.04	0.48	0.96	0.64
100	80	Individual tool	ANCOMBC2	87	17	70	33	0.804597701149425	0.34	0.195402298850575	0.248175182481752
100	80	Individual tool	MaAsLin3	15	11	4	39	0.266666666666667	0.22	0.733333333333333	0.338461538461538
100	80	Consensus rule	Union (1 of 7)	241	35	206	15	0.854771784232365	0.7	0.145228215767635	0.240549828178694
100	80	Consensus rule	2 of 7	100	30	70	20	0.7	0.6	0.3	0.4
100	80	Consensus rule	3 of 7	45	25	20	25	0.444444444444444	0.5	0.555555555555556	0.526315789473684
100	80	Consensus rule	4 of 7	34	22	12	28	0.352941176470588	0.44	0.647058823529412	0.523809523809524
100	80	Consensus rule	5 of 7	24	17	7	33	0.291666666666667	0.34	0.708333333333333	0.45945945945946
100	80	Consensus rule	6 of 7	15	12	3	38	0.2	0.24	0.8	0.369230769230769
100	80	Consensus rule	Intersect (7 of 7)	7	7	0	43	0	0.14	1	0.245614035087719
100	81	Individual tool	edgeR	190	28	162	22	0.852631578947368	0.56	0.147368421052632	0.233333333333333
100	81	Individual tool	DESeq2	52	23	29	27	0.557692307692308	0.46	0.442307692307692	0.450980392156863
100	81	Individual tool	ALDEx2	20	19	1	31	0.05	0.38	0.95	0.542857142857143
100	81	Individual tool	metaSeq	34	23	11	27	0.323529411764706	0.46	0.676470588235294	0.547619047619048
100	81	Individual tool	ADAPT	26	25	1	25	0.0384615384615385	0.5	0.961538461538462	0.657894736842105
100	81	Individual tool	ANCOMBC2	46	14	32	36	0.695652173913043	0.28	0.304347826086957	0.291666666666667
100	81	Individual tool	MaAsLin3	11	11	0	39	0	0.22	1	0.360655737704918
100	81	Consensus rule	Union (1 of 7)	213	32	181	18	0.849765258215962	0.64	0.150234741784038	0.243346007604563
100	81	Consensus rule	2 of 7	66	25	41	25	0.621212121212121	0.5	0.378787878787879	0.431034482758621
100	81	Consensus rule	3 of 7	32	23	9	27	0.28125	0.46	0.71875	0.560975609756098
100	81	Consensus rule	4 of 7	27	23	4	27	0.148148148148148	0.46	0.851851851851852	0.597402597402597
100	81	Consensus rule	5 of 7	20	19	1	31	0.05	0.38	0.95	0.542857142857143
100	81	Consensus rule	6 of 7	12	12	0	38	0	0.24	1	0.387096774193548
100	81	Consensus rule	Intersect (7 of 7)	9	9	0	41	0	0.18	1	0.305084745762712
100	82	Individual tool	edgeR	164	27	137	23	0.835365853658537	0.54	0.164634146341463	0.252336448598131
100	82	Individual tool	DESeq2	40	24	16	26	0.4	0.48	0.6	0.533333333333333
100	82	Individual tool	ALDEx2	23	23	0	27	0	0.46	1	0.63013698630137
100	82	Individual tool	metaSeq	30	25	5	25	0.166666666666667	0.5	0.833333333333333	0.625
100	82	Individual tool	ADAPT	26	25	1	25	0.0384615384615385	0.5	0.961538461538462	0.657894736842105
100	82	Individual tool	ANCOMBC2	75	18	57	32	0.76	0.36	0.24	0.288
100	82	Individual tool	MaAsLin3	14	14	0	36	0	0.28	1	0.4375
100	82	Consensus rule	Union (1 of 7)	194	29	165	21	0.850515463917526	0.58	0.149484536082474	0.237704918032787
100	82	Consensus rule	2 of 7	67	25	42	25	0.626865671641791	0.5	0.373134328358209	0.427350427350427
100	82	Consensus rule	3 of 7	31	25	6	25	0.193548387096774	0.5	0.806451612903226	0.617283950617284
100	82	Consensus rule	4 of 7	27	24	3	26	0.111111111111111	0.48	0.888888888888889	0.623376623376623
100	82	Consensus rule	5 of 7	23	23	0	27	0	0.46	1	0.63013698630137
100	82	Consensus rule	6 of 7	17	17	0	33	0	0.34	1	0.507462686567164
100	82	Consensus rule	Intersect (7 of 7)	13	13	0	37	0	0.26	1	0.412698412698413
100	83	Individual tool	edgeR	203	37	166	13	0.817733990147783	0.74	0.182266009852217	0.292490118577075
100	83	Individual tool	DESeq2	65	25	40	25	0.615384615384615	0.5	0.384615384615385	0.434782608695652
100	83	Individual tool	ALDEx2	22	18	4	32	0.181818181818182	0.36	0.818181818181818	0.5
100	83	Individual tool	metaSeq	32	20	12	30	0.375	0.4	0.625	0.487804878048781
100	83	Individual tool	ADAPT	27	24	3	26	0.111111111111111	0.48	0.888888888888889	0.623376623376623
100	83	Individual tool	ANCOMBC2	89	14	75	36	0.842696629213483	0.28	0.157303370786517	0.201438848920863
100	83	Individual tool	MaAsLin3	14	10	4	40	0.285714285714286	0.2	0.714285714285714	0.3125
100	83	Consensus rule	Union (1 of 7)	231	38	193	12	0.835497835497836	0.76	0.164502164502165	0.270462633451957
100	83	Consensus rule	2 of 7	97	28	69	22	0.711340206185567	0.56	0.288659793814433	0.380952380952381
100	83	Consensus rule	3 of 7	53	25	28	25	0.528301886792453	0.5	0.471698113207547	0.485436893203884
100	83	Consensus rule	4 of 7	31	21	10	29	0.32258064516129	0.42	0.67741935483871	0.518518518518518
100	83	Consensus rule	5 of 7	20	16	4	34	0.2	0.32	0.8	0.457142857142857
100	83	Consensus rule	6 of 7	12	12	0	38	0	0.24	1	0.387096774193548
100	83	Consensus rule	Intersect (7 of 7)	8	8	0	42	0	0.16	1	0.275862068965517
100	84	Individual tool	edgeR	164	33	131	17	0.798780487804878	0.66	0.201219512195122	0.308411214953271
100	84	Individual tool	DESeq2	51	25	26	25	0.509803921568627	0.5	0.490196078431373	0.495049504950495
100	84	Individual tool	ALDEx2	18	18	0	32	0	0.36	1	0.529411764705882
100	84	Individual tool	metaSeq	29	24	5	26	0.172413793103448	0.48	0.827586206896552	0.607594936708861
100	84	Individual tool	ADAPT	26	25	1	25	0.0384615384615385	0.5	0.961538461538462	0.657894736842105
100	84	Individual tool	ANCOMBC2	70	13	57	37	0.814285714285714	0.26	0.185714285714286	0.216666666666667
100	84	Individual tool	MaAsLin3	12	12	0	38	0	0.24	1	0.387096774193548
100	84	Consensus rule	Union (1 of 7)	197	34	163	16	0.82741116751269	0.68	0.17258883248731	0.275303643724696
100	84	Consensus rule	2 of 7	72	27	45	23	0.625	0.54	0.375	0.442622950819672
100	84	Consensus rule	3 of 7	35	24	11	26	0.314285714285714	0.48	0.685714285714286	0.564705882352941
100	84	Consensus rule	4 of 7	25	24	1	26	0.04	0.48	0.96	0.64
100	84	Consensus rule	5 of 7	19	19	0	31	0	0.38	1	0.550724637681159
100	84	Consensus rule	6 of 7	13	13	0	37	0	0.26	1	0.412698412698413
100	84	Consensus rule	Intersect (7 of 7)	9	9	0	41	0	0.18	1	0.305084745762712
100	85	Individual tool	edgeR	149	26	123	24	0.825503355704698	0.52	0.174496644295302	0.261306532663317
100	85	Individual tool	DESeq2	58	25	33	25	0.568965517241379	0.5	0.431034482758621	0.462962962962963
100	85	Individual tool	ALDEx2	22	22	0	28	0	0.44	1	0.611111111111111
100	85	Individual tool	metaSeq	31	21	10	29	0.32258064516129	0.42	0.67741935483871	0.518518518518518
100	85	Individual tool	ADAPT	23	23	0	27	0	0.46	1	0.63013698630137
100	85	Individual tool	ANCOMBC2	77	22	55	28	0.714285714285714	0.44	0.285714285714286	0.346456692913386
100	85	Individual tool	MaAsLin3	15	13	2	37	0.133333333333333	0.26	0.866666666666667	0.4
100	85	Consensus rule	Union (1 of 7)	186	32	154	18	0.827956989247312	0.64	0.172043010752688	0.271186440677966
100	85	Consensus rule	2 of 7	73	26	47	24	0.643835616438356	0.52	0.356164383561644	0.422764227642276
100	85	Consensus rule	3 of 7	39	24	15	26	0.384615384615385	0.48	0.615384615384615	0.539325842696629
100	85	Consensus rule	4 of 7	29	23	6	27	0.206896551724138	0.46	0.793103448275862	0.582278481012658
100	85	Consensus rule	5 of 7	22	21	1	29	0.0454545454545455	0.42	0.954545454545455	0.583333333333333
100	85	Consensus rule	6 of 7	14	14	0	36	0	0.28	1	0.4375
100	85	Consensus rule	Intersect (7 of 7)	12	12	0	38	0	0.24	1	0.387096774193548
100	86	Individual tool	edgeR	201	36	165	14	0.82089552238806	0.72	0.17910447761194	0.286852589641434
100	86	Individual tool	DESeq2	69	30	39	20	0.565217391304348	0.6	0.434782608695652	0.504201680672269
100	86	Individual tool	ALDEx2	22	19	3	31	0.136363636363636	0.38	0.863636363636364	0.527777777777778
100	86	Individual tool	metaSeq	38	28	10	22	0.263157894736842	0.56	0.736842105263158	0.636363636363636
100	86	Individual tool	ADAPT	25	25	0	25	0	0.5	1	0.666666666666667
100	86	Individual tool	ANCOMBC2	88	17	71	33	0.806818181818182	0.34	0.193181818181818	0.246376811594203
100	86	Individual tool	MaAsLin3	12	9	3	41	0.25	0.18	0.75	0.290322580645161
100	86	Consensus rule	Union (1 of 7)	229	40	189	10	0.825327510917031	0.8	0.174672489082969	0.28673835125448
100	86	Consensus rule	2 of 7	103	31	72	19	0.699029126213592	0.62	0.300970873786408	0.405228758169935
100	86	Consensus rule	3 of 7	46	28	18	22	0.391304347826087	0.56	0.608695652173913	0.583333333333333
100	86	Consensus rule	4 of 7	36	27	9	23	0.25	0.54	0.75	0.627906976744186
100	86	Consensus rule	5 of 7	24	21	3	29	0.125	0.42	0.875	0.567567567567568
100	86	Consensus rule	6 of 7	10	10	0	40	0	0.2	1	0.333333333333333
100	86	Consensus rule	Intersect (7 of 7)	7	7	0	43	0	0.14	1	0.245614035087719
100	87	Individual tool	edgeR	165	33	132	17	0.8	0.66	0.2	0.306976744186046
100	87	Individual tool	DESeq2	49	23	26	27	0.530612244897959	0.46	0.469387755102041	0.464646464646465
100	87	Individual tool	ALDEx2	22	20	2	30	0.0909090909090909	0.4	0.909090909090909	0.555555555555556
100	87	Individual tool	metaSeq	24	20	4	30	0.166666666666667	0.4	0.833333333333333	0.540540540540541
100	87	Individual tool	ADAPT	24	24	0	26	0	0.48	1	0.648648648648649
100	87	Individual tool	ANCOMBC2	72	15	57	35	0.791666666666667	0.3	0.208333333333333	0.245901639344262
100	87	Individual tool	MaAsLin3	12	11	1	39	0.0833333333333333	0.22	0.916666666666667	0.354838709677419
100	87	Consensus rule	Union (1 of 7)	193	35	158	15	0.818652849740933	0.7	0.181347150259067	0.288065843621399
100	87	Consensus rule	2 of 7	73	27	46	23	0.63013698630137	0.54	0.36986301369863	0.439024390243902
100	87	Consensus rule	3 of 7	39	25	14	25	0.358974358974359	0.5	0.641025641025641	0.561797752808989
100	87	Consensus rule	4 of 7	24	21	3	29	0.125	0.42	0.875	0.567567567567568
100	87	Consensus rule	5 of 7	17	16	1	34	0.0588235294117647	0.32	0.941176470588235	0.477611940298508
100	87	Consensus rule	6 of 7	12	12	0	38	0	0.24	1	0.387096774193548
100	87	Consensus rule	Intersect (7 of 7)	10	10	0	40	0	0.2	1	0.333333333333333
100	88	Individual tool	edgeR	152	28	124	22	0.815789473684211	0.56	0.184210526315789	0.277227722772277
100	88	Individual tool	DESeq2	55	23	32	27	0.581818181818182	0.46	0.418181818181818	0.438095238095238
100	88	Individual tool	ALDEx2	21	21	0	29	0	0.42	1	0.591549295774648
100	88	Individual tool	metaSeq	32	23	9	27	0.28125	0.46	0.71875	0.560975609756098
100	88	Individual tool	ADAPT	24	24	0	26	0	0.48	1	0.648648648648649
100	88	Individual tool	ANCOMBC2	68	14	54	36	0.794117647058823	0.28	0.205882352941176	0.23728813559322
100	88	Individual tool	MaAsLin3	11	10	1	40	0.0909090909090909	0.2	0.909090909090909	0.327868852459016
100	88	Consensus rule	Union (1 of 7)	188	28	160	22	0.851063829787234	0.56	0.148936170212766	0.235294117647059
100	88	Consensus rule	2 of 7	68	25	43	25	0.632352941176471	0.5	0.367647058823529	0.423728813559322
100	88	Consensus rule	3 of 7	35	24	11	26	0.314285714285714	0.48	0.685714285714286	0.564705882352941
100	88	Consensus rule	4 of 7	29	23	6	27	0.206896551724138	0.46	0.793103448275862	0.582278481012658
100	88	Consensus rule	5 of 7	21	21	0	29	0	0.42	1	0.591549295774648
100	88	Consensus rule	6 of 7	12	12	0	38	0	0.24	1	0.387096774193548
100	88	Consensus rule	Intersect (7 of 7)	10	10	0	40	0	0.2	1	0.333333333333333
100	89	Individual tool	edgeR	119	30	89	20	0.747899159663866	0.6	0.252100840336134	0.355029585798817
100	89	Individual tool	DESeq2	41	23	18	27	0.439024390243902	0.46	0.560975609756098	0.505494505494506
100	89	Individual tool	ALDEx2	16	16	0	34	0	0.32	1	0.484848484848485
100	89	Individual tool	metaSeq	25	23	2	27	0.08	0.46	0.92	0.613333333333333
100	89	Individual tool	ADAPT	28	25	3	25	0.107142857142857	0.5	0.892857142857143	0.641025641025641
100	89	Individual tool	ANCOMBC2	82	14	68	36	0.829268292682927	0.28	0.170731707317073	0.212121212121212
100	89	Individual tool	MaAsLin3	9	9	0	41	0	0.18	1	0.305084745762712
100	89	Consensus rule	Union (1 of 7)	162	32	130	18	0.802469135802469	0.64	0.197530864197531	0.30188679245283
100	89	Consensus rule	2 of 7	64	26	38	24	0.59375	0.52	0.40625	0.456140350877193
100	89	Consensus rule	3 of 7	34	24	10	26	0.294117647058824	0.48	0.705882352941177	0.571428571428571
100	89	Consensus rule	4 of 7	23	21	2	29	0.0869565217391304	0.42	0.91304347826087	0.575342465753425
100	89	Consensus rule	5 of 7	17	17	0	33	0	0.34	1	0.507462686567164
100	89	Consensus rule	6 of 7	11	11	0	39	0	0.22	1	0.360655737704918
100	89	Consensus rule	Intersect (7 of 7)	9	9	0	41	0	0.18	1	0.305084745762712
100	90	Individual tool	edgeR	135	27	108	23	0.8	0.54	0.2	0.291891891891892
100	90	Individual tool	DESeq2	39	22	17	28	0.435897435897436	0.44	0.564102564102564	0.49438202247191
100	90	Individual tool	ALDEx2	18	18	0	32	0	0.36	1	0.529411764705882
100	90	Individual tool	metaSeq	28	19	9	31	0.321428571428571	0.38	0.678571428571429	0.487179487179487
100	90	Individual tool	ADAPT	26	23	3	27	0.115384615384615	0.46	0.884615384615385	0.605263157894737
100	90	Individual tool	ANCOMBC2	70	16	54	34	0.771428571428571	0.32	0.228571428571429	0.266666666666667
100	90	Individual tool	MaAsLin3	12	10	2	40	0.166666666666667	0.2	0.833333333333333	0.32258064516129
100	90	Consensus rule	Union (1 of 7)	177	30	147	20	0.830508474576271	0.6	0.169491525423729	0.26431718061674
100	90	Consensus rule	2 of 7	53	23	30	27	0.566037735849057	0.46	0.433962264150943	0.446601941747573
100	90	Consensus rule	3 of 7	33	22	11	28	0.333333333333333	0.44	0.666666666666667	0.530120481927711
100	90	Consensus rule	4 of 7	25	21	4	29	0.16	0.42	0.84	0.56
100	90	Consensus rule	5 of 7	18	17	1	33	0.0555555555555556	0.34	0.944444444444444	0.5
100	90	Consensus rule	6 of 7	13	13	0	37	0	0.26	1	0.412698412698413
100	90	Consensus rule	Intersect (7 of 7)	9	9	0	41	0	0.18	1	0.305084745762712
100	91	Individual tool	edgeR	135	29	106	21	0.785185185185185	0.58	0.214814814814815	0.313513513513514
100	91	Individual tool	DESeq2	38	22	16	28	0.421052631578947	0.44	0.578947368421053	0.5
100	91	Individual tool	ALDEx2	20	20	0	30	0	0.4	1	0.571428571428572
100	91	Individual tool	metaSeq	25	22	3	28	0.12	0.44	0.88	0.586666666666667
100	91	Individual tool	ADAPT	26	25	1	25	0.0384615384615385	0.5	0.961538461538462	0.657894736842105
100	91	Individual tool	ANCOMBC2	89	15	74	35	0.831460674157303	0.3	0.168539325842697	0.215827338129496
100	91	Individual tool	MaAsLin3	8	7	1	43	0.125	0.14	0.875	0.241379310344828
100	91	Consensus rule	Union (1 of 7)	185	34	151	16	0.816216216216216	0.68	0.183783783783784	0.28936170212766
100	91	Consensus rule	2 of 7	68	26	42	24	0.617647058823529	0.52	0.382352941176471	0.440677966101695
100	91	Consensus rule	3 of 7	30	23	7	27	0.233333333333333	0.46	0.766666666666667	0.575
100	91	Consensus rule	4 of 7	23	22	1	28	0.0434782608695652	0.44	0.956521739130435	0.602739726027397
100	91	Consensus rule	5 of 7	19	19	0	31	0	0.38	1	0.550724637681159
100	91	Consensus rule	6 of 7	10	10	0	40	0	0.2	1	0.333333333333333
100	91	Consensus rule	Intersect (7 of 7)	6	6	0	44	0	0.12	1	0.214285714285714
100	92	Individual tool	edgeR	133	30	103	20	0.774436090225564	0.6	0.225563909774436	0.327868852459016
100	92	Individual tool	DESeq2	46	21	25	29	0.543478260869565	0.42	0.456521739130435	0.4375
100	92	Individual tool	ALDEx2	21	18	3	32	0.142857142857143	0.36	0.857142857142857	0.507042253521127
100	92	Individual tool	metaSeq	25	20	5	30	0.2	0.4	0.8	0.533333333333333
100	92	Individual tool	ADAPT	26	24	2	26	0.0769230769230769	0.48	0.923076923076923	0.631578947368421
100	92	Individual tool	ANCOMBC2	86	11	75	39	0.872093023255814	0.22	0.127906976744186	0.161764705882353
100	92	Individual tool	MaAsLin3	6	6	0	44	0	0.12	1	0.214285714285714
