replicate	tool	TP	FP	FN	precision	recall	F1	empirical_FDR	n_called
91	Vote_2of7	78	279	22	0.218487395	0.78	0.341356674	0.781512605	357
91	Vote_3of7	76	56	24	0.575757576	0.76	0.655172414	0.424242424	132
91	Vote_4of7	68	23	32	0.747252747	0.68	0.712041885	0.252747253	91
91	Vote_5of7	62	8	38	0.885714286	0.62	0.729411765	0.114285714	70
91	Vote_6of7	45	2	55	0.957446809	0.45	0.612244898	0.042553191	47
91	Intersect	32	0	68	1	0.32	0.484848485	0	32
91	Fisher	84	615	16	0.120171674	0.84	0.210262829	0.879828326	699
91	Stouffer	81	416	19	0.162977867	0.81	0.271356784	0.837022133	497
91	Cauchy	85	666	15	0.113182423	0.85	0.199764982	0.886817577	751
92	edgeR	73	802	27	0.083428571	0.73	0.14974359	0.916571429	875
92	DESeq2	64	142	36	0.310679612	0.64	0.418300654	0.689320388	206
92	ALDEx2	56	7	44	0.888888889	0.56	0.687116564	0.111111111	63
92	metaSeq	68	18	32	0.790697674	0.68	0.731182796	0.209302326	86
92	ADAPT	67	6	33	0.917808219	0.67	0.774566474	0.082191781	73
92	ANCOMBC2	40	300	60	0.117647059	0.4	0.181818182	0.882352941	340
92	MaAsLin3	38	9	62	0.808510638	0.38	0.517006803	0.191489362	47
92	Union	76	932	24	0.075396825	0.76	0.137184116	0.924603175	1008
92	Vote_2of7	67	273	33	0.197058824	0.67	0.304545455	0.802941176	340
92	Vote_3of7	66	58	34	0.532258065	0.66	0.589285714	0.467741935	124
92	Vote_4of7	64	14	36	0.820512821	0.64	0.719101124	0.179487179	78
92	Vote_5of7	57	6	43	0.904761905	0.57	0.699386503	0.095238095	63
92	Vote_6of7	43	1	57	0.977272727	0.43	0.597222222	0.022727273	44
92	Intersect	33	0	67	1	0.33	0.496240602	0	33
92	Fisher	74	653	26	0.101788171	0.74	0.178960097	0.898211829	727
92	Stouffer	74	415	26	0.151329243	0.74	0.251273345	0.848670757	489
92	Cauchy	76	708	24	0.096938776	0.76	0.171945701	0.903061224	784
93	edgeR	75	760	25	0.089820359	0.75	0.160427807	0.910179641	835
93	DESeq2	58	141	42	0.291457286	0.58	0.387959866	0.708542714	199
93	ALDEx2	46	0	54	1	0.46	0.630136986	0	46
93	metaSeq	67	11	33	0.858974359	0.67	0.752808989	0.141025641	78
93	ADAPT	67	18	33	0.788235294	0.67	0.724324324	0.211764706	85
93	ANCOMBC2	33	324	67	0.092436975	0.33	0.144420131	0.907563025	357
93	MaAsLin3	28	8	72	0.777777778	0.28	0.411764706	0.222222222	36
93	Union	76	903	24	0.077630235	0.76	0.140871177	0.922369765	979
93	Vote_2of7	67	288	33	0.188732394	0.67	0.294505495	0.811267606	355
93	Vote_3of7	66	62	34	0.515625	0.66	0.578947368	0.484375	128
93	Vote_4of7	58	8	42	0.878787879	0.58	0.698795181	0.121212121	66
93	Vote_5of7	46	1	54	0.978723404	0.46	0.62585034	0.021276596	47
93	Vote_6of7	34	0	66	1	0.34	0.507462687	0	34
93	Intersect	27	0	73	1	0.27	0.42519685	0	27
93	Fisher	74	555	26	0.117647059	0.74	0.203017833	0.882352941	629
93	Stouffer	71	352	29	0.1678487	0.71	0.271510516	0.8321513	423
93	Cauchy	74	646	26	0.102777778	0.74	0.180487805	0.897222222	720
94	edgeR	73	609	27	0.107038123	0.73	0.186700767	0.892961877	682
94	DESeq2	61	68	39	0.472868217	0.61	0.532751092	0.527131783	129
94	ALDEx2	52	0	48	1	0.52	0.684210526	0	52
94	metaSeq	73	6	27	0.924050633	0.73	0.815642458	0.075949367	79
94	ADAPT	71	11	29	0.865853659	0.71	0.78021978	0.134146341	82
94	ANCOMBC2	26	308	74	0.077844311	0.26	0.119815668	0.922155689	334
94	MaAsLin3	26	7	74	0.787878788	0.26	0.390977444	0.212121212	33
94	Union	76	765	24	0.090368609	0.76	0.161530287	0.909631391	841
94	Vote_2of7	71	207	29	0.255395683	0.71	0.375661376	0.744604317	278
94	Vote_3of7	70	33	30	0.67961165	0.7	0.689655172	0.32038835	103
94	Vote_4of7	61	3	39	0.953125	0.61	0.743902439	0.046875	64
94	Vote_5of7	52	1	48	0.981132075	0.52	0.679738562	0.018867925	53
94	Vote_6of7	29	0	71	1	0.29	0.449612403	0	29
94	Intersect	23	0	77	1	0.23	0.37398374	0	23
94	Fisher	74	487	26	0.131907308	0.74	0.223903177	0.868092692	561
94	Stouffer	73	316	27	0.187660668	0.73	0.298568507	0.812339332	389
94	Cauchy	76	561	24	0.119309262	0.76	0.20624152	0.880690738	637
95	edgeR	84	826	16	0.092307692	0.84	0.166336634	0.907692308	910
95	DESeq2	66	171	34	0.278481013	0.66	0.391691395	0.721518987	237
95	ALDEx2	61	3	39	0.953125	0.61	0.743902439	0.046875	64
95	metaSeq	76	21	24	0.783505155	0.76	0.771573604	0.216494845	97
95	ADAPT	78	7	22	0.917647059	0.78	0.843243243	0.082352941	85
95	ANCOMBC2	36	370	64	0.088669951	0.36	0.14229249	0.911330049	406
95	MaAsLin3	38	13	62	0.745098039	0.38	0.503311258	0.254901961	51
95	Union	85	932	15	0.083579154	0.85	0.152193375	0.916420846	1017
95	Vote_2of7	78	354	22	0.180555556	0.78	0.293233083	0.819444444	432
95	Vote_3of7	75	95	25	0.441176471	0.75	0.555555556	0.558823529	170
95	Vote_4of7	66	17	34	0.795180723	0.66	0.721311475	0.204819277	83
95	Vote_5of7	61	10	39	0.85915493	0.61	0.713450292	0.14084507	71
95	Vote_6of7	40	3	60	0.930232558	0.4	0.559440559	0.069767442	43
95	Intersect	34	0	66	1	0.34	0.507462687	0	34
95	Fisher	85	646	15	0.11627907	0.85	0.204572804	0.88372093	731
95	Stouffer	83	439	17	0.159003831	0.83	0.266881029	0.840996169	522
95	Cauchy	85	712	15	0.106649937	0.85	0.189520624	0.893350063	797
96	edgeR	77	762	23	0.091775924	0.77	0.16400426	0.908224076	839
96	DESeq2	66	164	34	0.286956522	0.66	0.4	0.713043478	230
96	ALDEx2	58	3	42	0.950819672	0.58	0.720496894	0.049180328	61
96	metaSeq	78	40	22	0.661016949	0.78	0.71559633	0.338983051	118
96	ADAPT	77	7	23	0.916666667	0.77	0.836956522	0.083333333	84
96	ANCOMBC2	47	348	53	0.118987342	0.47	0.18989899	0.881012658	395
96	MaAsLin3	43	9	57	0.826923077	0.43	0.565789474	0.173076923	52
96	Union	79	903	21	0.080448065	0.79	0.146025878	0.919551935	982
96	Vote_2of7	77	321	23	0.193467337	0.77	0.309236948	0.806532663	398
96	Vote_3of7	76	73	24	0.510067114	0.76	0.610441767	0.489932886	149
96	Vote_4of7	66	28	34	0.70212766	0.66	0.680412371	0.29787234	94
96	Vote_5of7	58	7	42	0.892307692	0.58	0.703030303	0.107692308	65
96	Vote_6of7	49	1	51	0.98	0.49	0.653333333	0.02	50
96	Intersect	41	0	59	1	0.41	0.581560284	0	41
96	Fisher	78	618	22	0.112068966	0.78	0.195979899	0.887931034	696
96	Stouffer	77	465	23	0.142066421	0.77	0.239875389	0.857933579	542
96	Cauchy	79	666	21	0.106040268	0.79	0.186982249	0.893959732	745
97	edgeR	77	717	23	0.09697733	0.77	0.172259508	0.90302267	794
97	DESeq2	63	99	37	0.388888889	0.63	0.480916031	0.611111111	162
97	ALDEx2	55	0	45	1	0.55	0.709677419	0	55
97	metaSeq	69	14	31	0.831325301	0.69	0.754098361	0.168674699	83
97	ADAPT	69	9	31	0.884615385	0.69	0.775280899	0.115384615	78
97	ANCOMBC2	36	329	64	0.098630137	0.36	0.15483871	0.901369863	365
97	MaAsLin3	33	9	67	0.785714286	0.33	0.464788732	0.214285714	42
97	Union	77	862	23	0.08200213	0.77	0.148219442	0.91799787	939
97	Vote_2of7	69	264	31	0.207207207	0.69	0.318706697	0.792792793	333
97	Vote_3of7	69	42	31	0.621621622	0.69	0.654028436	0.378378378	111
97	Vote_4of7	63	8	37	0.887323944	0.63	0.736842105	0.112676056	71
97	Vote_5of7	56	1	44	0.98245614	0.56	0.713375796	0.01754386	57
97	Vote_6of7	38	0	62	1	0.38	0.550724638	0	38
97	Intersect	30	0	70	1	0.3	0.461538462	0	30
97	Fisher	76	567	24	0.118195956	0.76	0.204576043	0.881804044	643
97	Stouffer	74	392	26	0.158798283	0.74	0.261484099	0.841201717	466
97	Cauchy	75	636	25	0.105485232	0.75	0.184956843	0.894514768	711
98	edgeR	75	743	25	0.091687042	0.75	0.163398693	0.908312958	818
98	DESeq2	63	90	37	0.411764706	0.63	0.498023715	0.588235294	153
98	ALDEx2	58	6	42	0.90625	0.58	0.707317073	0.09375	64
98	metaSeq	68	11	32	0.860759494	0.68	0.759776536	0.139240506	79
98	ADAPT	66	7	34	0.904109589	0.66	0.76300578	0.095890411	73
98	ANCOMBC2	27	355	73	0.070680628	0.27	0.112033195	0.929319372	382
98	MaAsLin3	26	13	74	0.666666667	0.26	0.374100719	0.333333333	39
98	Union	75	885	25	0.078125	0.75	0.141509434	0.921875	960
98	Vote_2of7	70	256	30	0.214723926	0.7	0.328638498	0.785276074	326
98	Vote_3of7	66	59	34	0.528	0.66	0.586666667	0.472	125
98	Vote_4of7	63	14	37	0.818181818	0.63	0.711864407	0.181818182	77
98	Vote_5of7	56	8	44	0.875	0.56	0.682926829	0.125	64
98	Vote_6of7	32	3	68	0.914285714	0.32	0.474074074	0.085714286	35
98	Intersect	21	0	79	1	0.21	0.347107438	0	21
98	Fisher	75	567	25	0.11682243	0.75	0.202156334	0.88317757	642
98	Stouffer	73	416	27	0.149284254	0.73	0.247877759	0.850715746	489
98	Cauchy	75	641	25	0.104748603	0.75	0.183823529	0.895251397	716
99	edgeR	81	729	19	0.1	0.81	0.178021978	0.9	810
99	DESeq2	67	162	33	0.292576419	0.67	0.407294833	0.707423581	229
99	ALDEx2	57	2	43	0.966101695	0.57	0.716981132	0.033898305	59
99	metaSeq	73	19	27	0.793478261	0.73	0.760416667	0.206521739	92
99	ADAPT	75	6	25	0.925925926	0.75	0.828729282	0.074074074	81
99	ANCOMBC2	37	283	63	0.115625	0.37	0.176190476	0.884375	320
99	MaAsLin3	39	13	61	0.75	0.39	0.513157895	0.25	52
99	Union	81	841	19	0.087852495	0.81	0.15851272	0.912147505	922
99	Vote_2of7	75	286	25	0.207756233	0.75	0.32537961	0.792243767	361
99	Vote_3of7	73	63	27	0.536764706	0.73	0.618644068	0.463235294	136
99	Vote_4of7	67	14	33	0.827160494	0.67	0.740331492	0.172839506	81
99	Vote_5of7	57	8	43	0.876923077	0.57	0.690909091	0.123076923	65
99	Vote_6of7	43	1	57	0.977272727	0.43	0.597222222	0.022727273	44
99	Intersect	33	1	67	0.970588235	0.33	0.492537313	0.029411765	34
99	Fisher	79	559	21	0.123824451	0.79	0.214092141	0.876175549	638
99	Stouffer	78	373	22	0.172949002	0.78	0.283121597	0.827050998	451
99	Cauchy	79	620	21	0.113018598	0.79	0.197747184	0.886981402	699
100	edgeR	75	668	25	0.100942127	0.75	0.177935943	0.899057873	743
100	DESeq2	64	141	36	0.312195122	0.64	0.419672131	0.687804878	205
100	ALDEx2	54	0	46	1	0.54	0.701298701	0	54
100	metaSeq	69	12	31	0.851851852	0.69	0.762430939	0.148148148	81
100	ADAPT	73	6	27	0.924050633	0.73	0.815642458	0.075949367	79
100	ANCOMBC2	32	319	68	0.091168091	0.32	0.141906874	0.908831909	351
100	MaAsLin3	31	7	69	0.815789474	0.31	0.449275362	0.184210526	38
100	Union	75	820	25	0.083798883	0.75	0.150753769	0.916201117	895
100	Vote_2of7	73	265	27	0.215976331	0.73	0.333333333	0.784023669	338
100	Vote_3of7	70	54	30	0.564516129	0.7	0.625	0.435483871	124
100	Vote_4of7	64	11	36	0.853333333	0.64	0.731428571	0.146666667	75
100	Vote_5of7	53	3	47	0.946428571	0.53	0.679487179	0.053571429	56
100	Vote_6of7	35	0	65	1	0.35	0.518518519	0	35
100	Intersect	28	0	72	1	0.28	0.4375	0	28
100	Fisher	74	524	26	0.123745819	0.74	0.212034384	0.876254181	598
100	Stouffer	74	351	26	0.174117647	0.74	0.281904762	0.825882353	425
100	Cauchy	74	592	26	0.111111111	0.74	0.193211488	0.888888889	666
